before,after,before_path,after_path,label,missing_before,missing_after
035_543_DSC_0073_bef.JPG,035_543_DSC_0098_aft.JPG,images/before\035_543_DSC_0073_bef.JPG,images/after\035_543_DSC_0098_aft.JPG,7,True,True
035_544_DSC_0053_bef.JPG,035_544_DSC_0086_aft.JPG,images/before\035_544_DSC_0053_bef.JPG,images/after\035_544_DSC_0086_aft.JPG,2,True,True
035_545_DSC_0052_bef.JPG,035_545_DSC_0079_aft.JPG,images/before\035_545_DSC_0052_bef.JPG,images/after\035_545_DSC_0079_aft.JPG,6,True,True
035_546_DSC_0054_bef.JPG,035_546_DSC_0089_aft.JPG,images/before\035_546_DSC_0054_bef.JPG,images/after\035_546_DSC_0089_aft.JPG,1,True,True
035_547_DSC_0042_bef.JPG,035_547_DSC_0074_aft.JPG,images/before\035_547_DSC_0042_bef.JPG,images/after\035_547_DSC_0074_aft.JPG,1,True,True
035_548_DSC_0044_bef.JPG,035_548_DSC_0102_aft.JPG,images/before\035_548_DSC_0044_bef.JPG,images/after\035_548_DSC_0102_aft.JPG,7,True,True
036_549_DSC_0143_bef.JPG,036_549_DSC_0164_aft.JPG,images/before\036_549_DSC_0143_bef.JPG,images/after\036_549_DSC_0164_aft.JPG,1,True,True
036_550_DSC_0156_bef.JPG,036_550_DSC_0168_aft.JPG,images/before\036_550_DSC_0156_bef.JPG,images/after\036_550_DSC_0168_aft.JPG,7,True,True
036_551_DSC_0161_bef.JPG,036_551_DSC_0173_aft.JPG,images/before\036_551_DSC_0161_bef.JPG,images/after\036_551_DSC_0173_aft.JPG,1,True,True
037_552_DSC_0182_bef.JPG,037_552_DSC_0258_aft.JPG,images/before\037_552_DSC_0182_bef.JPG,images/after\037_552_DSC_0258_aft.JPG,1,True,True
037_553_DSC_0196_bef.JPG,037_553_DSC_0230_aft.JPG,images/before\037_553_DSC_0196_bef.JPG,images/after\037_553_DSC_0230_aft.JPG,5,True,True
037_554_DSC_0187_bef.JPG,037_554_DSC_0237_aft.JPG,images/before\037_554_DSC_0187_bef.JPG,images/after\037_554_DSC_0237_aft.JPG,4,True,True
037_555_DSC_0200_bef.JPG,037_555_DSC_0240_aft.JPG,images/before\037_555_DSC_0200_bef.JPG,images/after\037_555_DSC_0240_aft.JPG,5,True,True
037_556_DSC_0215_bef.JPG,037_556_DSC_0255_aft.JPG,images/before\037_556_DSC_0215_bef.JPG,images/after\037_556_DSC_0255_aft.JPG,4,True,True
037_557_DSC_0197_bef.JPG,037_557_DSC_0224_aft.JPG,images/before\037_557_DSC_0197_bef.JPG,images/after\037_557_DSC_0224_aft.JPG,7,True,True
037_558_DSC_0195_bef.JPG,037_558_DSC_0231_aft.JPG,images/before\037_558_DSC_0195_bef.JPG,images/after\037_558_DSC_0231_aft.JPG,7,True,True
037_559_DSC_0217_bef.JPG,037_559_DSC_0243_aft.JPG,images/before\037_559_DSC_0217_bef.JPG,images/after\037_559_DSC_0243_aft.JPG,5,True,True
037_560_DSC_0220_bef.JPG,037_560_DSC_0249_aft.JPG,images/before\037_560_DSC_0220_bef.JPG,images/after\037_560_DSC_0249_aft.JPG,6,True,True
037_561_DSC_0288_bef.JPG,037_561_DSC_0325_aft.JPG,images/before\037_561_DSC_0288_bef.JPG,images/after\037_561_DSC_0325_aft.JPG,2,True,True
037_562_DSC_0286_bef.JPG,037_562_DSC_0301_aft.JPG,images/before\037_562_DSC_0286_bef.JPG,images/after\037_562_DSC_0301_aft.JPG,7,True,True
037_564_DSC_0287_bef.JPG,037_564_DSC_0305_aft.JPG,images/before\037_564_DSC_0287_bef.JPG,images/after\037_564_DSC_0305_aft.JPG,4,True,True
037_565_DSC_0289_bef.JPG,037_565_DSC_0321_aft.JPG,images/before\037_565_DSC_0289_bef.JPG,images/after\037_565_DSC_0321_aft.JPG,6,True,True
037_660_DSC_0262_bef.JPG,037_660_DSC_0271_aft.JPG,images/before\037_660_DSC_0262_bef.JPG,images/after\037_660_DSC_0271_aft.JPG,7,True,True
037_661_DSC_0244_bef.JPG,037_661_DSC_0281_aft.JPG,images/before\037_661_DSC_0244_bef.JPG,images/after\037_661_DSC_0281_aft.JPG,7,True,True
037_662_DSC_0245_bef.JPG,037_662_DSC_0288_aft.JPG,images/before\037_662_DSC_0245_bef.JPG,images/after\037_662_DSC_0288_aft.JPG,7,True,True
037_663_DSC_0246_bef.JPG,037_663_DSC_0295_aft.JPG,images/before\037_663_DSC_0246_bef.JPG,images/after\037_663_DSC_0295_aft.JPG,7,True,True
037_664_DSC_0247_bef.JPG,037_664_DSC_0287_aft.JPG,images/before\037_664_DSC_0247_bef.JPG,images/after\037_664_DSC_0287_aft.JPG,1,True,True
037_665_DSC_0263_bef.JPG,037_665_DSC_0267_aft.JPG,images/before\037_665_DSC_0263_bef.JPG,images/after\037_665_DSC_0267_aft.JPG,1,True,True
038_563_DSC_0292_bef.JPG,038_563_DSC_0342_aft.JPG,images/before\038_563_DSC_0292_bef.JPG,images/after\038_563_DSC_0342_aft.JPG,4,True,True
038_566_DSC_0293_bef.JPG,038_566_DSC_0319_aft.JPG,images/before\038_566_DSC_0293_bef.JPG,images/after\038_566_DSC_0319_aft.JPG,1,True,True
038_586_DSC_0550_bef.JPG,038_586_DSC_0580_aft.JPG,images/before\038_586_DSC_0550_bef.JPG,images/after\038_586_DSC_0580_aft.JPG,4,True,True
038_587_DSC_0551_bef.JPG,038_587_DSC_0574_aft.JPG,images/before\038_587_DSC_0551_bef.JPG,images/after\038_587_DSC_0574_aft.JPG,3,True,True
038_588_DSC_0539_bef.JPG,038_588_DSC_0571_aft.JPG,images/before\038_588_DSC_0539_bef.JPG,images/after\038_588_DSC_0571_aft.JPG,3,True,True
038_589_DSC_0552_bef.JPG,038_589_DSC_0593_aft.JPG,images/before\038_589_DSC_0552_bef.JPG,images/after\038_589_DSC_0593_aft.JPG,1,True,True
038_590_DSC_0553_bef.JPG,038_590_DSC_0592_aft.JPG,images/before\038_590_DSC_0553_bef.JPG,images/after\038_590_DSC_0592_aft.JPG,3,True,True
038_591_DSC_0536_bef.JPG,038_591_DSC_0537_aft.JPG,images/before\038_591_DSC_0536_bef.JPG,images/after\038_591_DSC_0537_aft.JPG,1,True,True
038_592_DSC_0548_bef.JPG,038_592_DSC_0549_aft.JPG,images/before\038_592_DSC_0548_bef.JPG,images/after\038_592_DSC_0549_aft.JPG,1,True,True
039_576_DSC_0469_bef.JPG,039_576_DSC_0505_aft.JPG,images/before\039_576_DSC_0469_bef.JPG,images/after\039_576_DSC_0505_aft.JPG,6,True,True
039_577_DSC_0468_bef.JPG,039_577_DSC_0504_aft.JPG,images/before\039_577_DSC_0468_bef.JPG,images/after\039_577_DSC_0504_aft.JPG,1,True,True
039_578_DSC_0456_bef.JPG,039_578_DSC_0471_aft.JPG,images/before\039_578_DSC_0456_bef.JPG,images/after\039_578_DSC_0471_aft.JPG,2,True,True
039_579_DSC_0455_bef.JPG,039_579_DSC_0472_aft.JPG,images/before\039_579_DSC_0455_bef.JPG,images/after\039_579_DSC_0472_aft.JPG,7,True,True
039_580_DSC_0454_bef.JPG,039_580_DSC_0470_aft.JPG,images/before\039_580_DSC_0454_bef.JPG,images/after\039_580_DSC_0470_aft.JPG,1,True,True
039_581_DSC_0467_bef.JPG,039_581_DSC_0494_aft.JPG,images/before\039_581_DSC_0467_bef.JPG,images/after\039_581_DSC_0494_aft.JPG,6,True,True
039_582_DSC_0466_bef.JPG,039_582_DSC_0503_aft.JPG,images/before\039_582_DSC_0466_bef.JPG,images/after\039_582_DSC_0503_aft.JPG,7,True,True
039_583_DSC_0448_bef.JPG,039_583_DSC_0486_aft.JPG,images/before\039_583_DSC_0448_bef.JPG,images/after\039_583_DSC_0486_aft.JPG,2,True,True
039_584_DSC_0449_bef.JPG,039_584_DSC_0492_aft.JPG,images/before\039_584_DSC_0449_bef.JPG,images/after\039_584_DSC_0492_aft.JPG,6,True,True
039_585_DSC_0450_bef.JPG,039_585_DSC_0483_aft.JPG,images/before\039_585_DSC_0450_bef.JPG,images/after\039_585_DSC_0483_aft.JPG,7,True,True
039_666_DSC_0355_bef.JPG,039_666_DSC_0387_aft.JPG,images/before\039_666_DSC_0355_bef.JPG,images/after\039_666_DSC_0387_aft.JPG,6,True,True
039_667_DSC_0356_bef.JPG,039_667_DSC_0386_aft.JPG,images/before\039_667_DSC_0356_bef.JPG,images/after\039_667_DSC_0386_aft.JPG,7,True,True
039_668_DSC_0357_bef.JPG,039_668_DSC_0385_aft.JPG,images/before\039_668_DSC_0357_bef.JPG,images/after\039_668_DSC_0385_aft.JPG,2,True,True
039_669_DSC_0343_bef.JPG,039_669_DSC_0373_aft.JPG,images/before\039_669_DSC_0343_bef.JPG,images/after\039_669_DSC_0373_aft.JPG,7,True,True
039_670_DSC_0344_bef.JPG,039_670_DSC_0376_aft.JPG,images/before\039_670_DSC_0344_bef.JPG,images/after\039_670_DSC_0376_aft.JPG,6,True,True
039_671_DSC_0345_bef.JPG,039_671_DSC_0359_aft.JPG,images/before\039_671_DSC_0345_bef.JPG,images/after\039_671_DSC_0359_aft.JPG,2,True,True
039_672_DSC_0346_bef.JPG,039_672_DSC_0398_aft.JPG,images/before\039_672_DSC_0346_bef.JPG,images/after\039_672_DSC_0398_aft.JPG,6,True,True
039_673_DSC_0347_bef.JPG,039_673_DSC_0358_aft.JPG,images/before\039_673_DSC_0347_bef.JPG,images/after\039_673_DSC_0358_aft.JPG,5,True,True
039_674_DSC_0348_bef.JPG,039_674_DSC_0378_aft.JPG,images/before\039_674_DSC_0348_bef.JPG,images/after\039_674_DSC_0378_aft.JPG,1,True,True
040_593_DSC_0646_bef.JPG,040_593_DSC_0686_aft.JPG,images/before\040_593_DSC_0646_bef.JPG,images/after\040_593_DSC_0686_aft.JPG,1,True,True
040_594_DSC_0638_bef.JPG,040_594_DSC_0653_aft.JPG,images/before\040_594_DSC_0638_bef.JPG,images/after\040_594_DSC_0653_aft.JPG,1,True,True
040_595_DSC_0637_bef.JPG,040_595_DSC_0661_aft.JPG,images/before\040_595_DSC_0637_bef.JPG,images/after\040_595_DSC_0661_aft.JPG,7,True,True
040_596_DSC_0636_bef.JPG,040_596_DSC_0657_aft.JPG,images/before\040_596_DSC_0636_bef.JPG,images/after\040_596_DSC_0657_aft.JPG,1,True,True
040_598_DSC_0632_bef.JPG,040_598_DSC_0691_aft.JPG,images/before\040_598_DSC_0632_bef.JPG,images/after\040_598_DSC_0691_aft.JPG,5,True,True
040_599_DSC_0635_bef.JPG,040_599_DSC_0692_aft.JPG,images/before\040_599_DSC_0635_bef.JPG,images/after\040_599_DSC_0692_aft.JPG,1,True,True
040_600_DSC_0647_bef.JPG,040_600_DSC_0669_aft.JPG,images/before\040_600_DSC_0647_bef.JPG,images/after\040_600_DSC_0669_aft.JPG,4,True,True
040_601_DSC_0631_bef.JPG,040_601_DSC_0682_aft.JPG,images/before\040_601_DSC_0631_bef.JPG,images/after\040_601_DSC_0682_aft.JPG,3,True,True
040_602_DSC_0643_bef.JPG,040_602_DSC_0677_aft.JPG,images/before\040_602_DSC_0643_bef.JPG,images/after\040_602_DSC_0677_aft.JPG,2,True,True
040_603_DSC_0644_bef.JPG,040_603_DSC_0678_aft.JPG,images/before\040_603_DSC_0644_bef.JPG,images/after\040_603_DSC_0678_aft.JPG,6,True,True
041_604_DSC_0745_bef.JPG,041_604_DSC_0802_aft.JPG,images/before\041_604_DSC_0745_bef.JPG,images/after\041_604_DSC_0802_aft.JPG,2,True,True
041_605_DSC_0746_bef.JPG,041_605_DSC_0807_aft.JPG,images/before\041_605_DSC_0746_bef.JPG,images/after\041_605_DSC_0807_aft.JPG,7,True,True
041_606_DSC_0744_bef.JPG,041_606_DSC_0791_aft.JPG,images/before\041_606_DSC_0744_bef.JPG,images/after\041_606_DSC_0791_aft.JPG,7,True,True
041_607_DSC_0747_bef.JPG,041_607_DSC_0783_aft.JPG,images/before\041_607_DSC_0747_bef.JPG,images/after\041_607_DSC_0783_aft.JPG,7,True,True
041_608_DSC_0729_bef.JPG,041_608_DSC_0758_aft.JPG,images/before\041_608_DSC_0729_bef.JPG,images/after\041_608_DSC_0758_aft.JPG,6,True,True
041_609_DSC_0754_bef.JPG,041_609_DSC_0762_aft.JPG,images/before\041_609_DSC_0754_bef.JPG,images/after\041_609_DSC_0762_aft.JPG,1,True,True
041_610_DSC_0747_bef.JPG,041_610_DSC_0792_aft.JPG,images/before\041_610_DSC_0747_bef.JPG,images/after\041_610_DSC_0792_aft.JPG,7,True,True
041_611_DSC_0748_bef.JPG,041_611_DSC_0797_aft.JPG,images/before\041_611_DSC_0748_bef.JPG,images/after\041_611_DSC_0797_aft.JPG,3,True,True
041_612_DSC_0730_bef.JPG,041_612_DSC_0769_aft.JPG,images/before\041_612_DSC_0730_bef.JPG,images/after\041_612_DSC_0769_aft.JPG,2,True,True
041_613_DSC_0748_bef.JPG,041_613_DSC_0778_aft.JPG,images/before\041_613_DSC_0748_bef.JPG,images/after\041_613_DSC_0778_aft.JPG,1,True,True
041_614_DSC_0731_bef.JPG,041_614_DSC_0773_aft.JPG,images/before\041_614_DSC_0731_bef.JPG,images/after\041_614_DSC_0773_aft.JPG,2,True,True
041_615_DSC_0732_bef.JPG,041_615_DSC_0777_aft.JPG,images/before\041_615_DSC_0732_bef.JPG,images/after\041_615_DSC_0777_aft.JPG,2,True,True
041_696_DSC_0625_bef.JPG,041_696_DSC_0636_aft.JPG,images/before\041_696_DSC_0625_bef.JPG,images/after\041_696_DSC_0636_aft.JPG,1,True,True
041_697_DSC_0626_bef.JPG,041_697_DSC_0643_aft.JPG,images/before\041_697_DSC_0626_bef.JPG,images/after\041_697_DSC_0643_aft.JPG,7,True,True
041_698_DSC_0618_bef.JPG,041_698_DSC_0631_aft.JPG,images/before\041_698_DSC_0618_bef.JPG,images/after\041_698_DSC_0631_aft.JPG,5,True,True
042_616_DSC_0813_bef.JPG,042_616_DSC_0880_aft.JPG,images/before\042_616_DSC_0813_bef.JPG,images/after\042_616_DSC_0880_aft.JPG,6,True,True
042_617_DSC_0818_bef.JPG,042_617_DSC_0910_aft.JPG,images/before\042_617_DSC_0818_bef.JPG,images/after\042_617_DSC_0910_aft.JPG,4,True,True
042_619_DSC_0858_bef.JPG,042_619_DSC_0877_aft.JPG,images/before\042_619_DSC_0858_bef.JPG,images/after\042_619_DSC_0877_aft.JPG,4,True,True
042_620_DSC_0856_bef.JPG,042_620_DSC_0867_aft.JPG,images/before\042_620_DSC_0856_bef.JPG,images/after\042_620_DSC_0867_aft.JPG,6,True,True
042_621_DSC_0857_bef.JPG,042_621_DSC_0866_aft.JPG,images/before\042_621_DSC_0857_bef.JPG,images/after\042_621_DSC_0866_aft.JPG,6,True,True
042_622_DSC_0812_bef.JPG,042_622_DSC_0908_aft.JPG,images/before\042_622_DSC_0812_bef.JPG,images/after\042_622_DSC_0908_aft.JPG,1,True,True
042_623_DSC_0814_bef.JPG,042_623_DSC_0885_aft.JPG,images/before\042_623_DSC_0814_bef.JPG,images/after\042_623_DSC_0885_aft.JPG,6,True,True
042_624_DSC_0815_bef.JPG,042_624_DSC_0892_aft.JPG,images/before\042_624_DSC_0815_bef.JPG,images/after\042_624_DSC_0892_aft.JPG,3,True,True
042_625_DSC_0816_bef.JPG,042_625_DSC_0898_aft.JPG,images/before\042_625_DSC_0816_bef.JPG,images/after\042_625_DSC_0898_aft.JPG,1,True,True
043_627_DSC_0937_bef.JPG,043_627_DSC_0980_aft.JPG,images/before\043_627_DSC_0937_bef.JPG,images/after\043_627_DSC_0980_aft.JPG,7,True,True
043_628_DSC_0938_bef.JPG,043_628_DSC_0984_aft.JPG,images/before\043_628_DSC_0938_bef.JPG,images/after\043_628_DSC_0984_aft.JPG,4,True,True
044_636_DSC_0027_bef.JPG,044_636_DSC_0091_aft.JPG,images/before\044_636_DSC_0027_bef.JPG,images/after\044_636_DSC_0091_aft.JPG,7,True,True
044_637_DSC_0026_bef.JPG,044_637_DSC_0087_aft.JPG,images/before\044_637_DSC_0026_bef.JPG,images/after\044_637_DSC_0087_aft.JPG,1,True,True
044_638_DSC_0025_bef.JPG,044_638_DSC_0086_aft.JPG,images/before\044_638_DSC_0025_bef.JPG,images/after\044_638_DSC_0086_aft.JPG,6,True,True
044_639_DSC_0048_bef.JPG,044_639_DSC_0087_aft.JPG,images/before\044_639_DSC_0048_bef.JPG,images/after\044_639_DSC_0087_aft.JPG,7,True,True
044_640_DSC_0047_bef.JPG,044_640_DSC_0076_aft.JPG,images/before\044_640_DSC_0047_bef.JPG,images/after\044_640_DSC_0076_aft.JPG,2,True,True
044_641_DSC_0059_bef.JPG,044_641_DSC_0095_aft.JPG,images/before\044_641_DSC_0059_bef.JPG,images/after\044_641_DSC_0095_aft.JPG,1,True,True
044_642_DSC_0060_bef.JPG,044_642_DSC_0101_aft.JPG,images/before\044_642_DSC_0060_bef.JPG,images/after\044_642_DSC_0101_aft.JPG,6,True,True
044_644_DSC_0062_bef.JPG,044_644_DSC_0113_aft.JPG,images/before\044_644_DSC_0062_bef.JPG,images/after\044_644_DSC_0113_aft.JPG,1,True,True
044_645_DSC_0024_bef.JPG,044_645_DSC_0107_aft.JPG,images/before\044_645_DSC_0024_bef.JPG,images/after\044_645_DSC_0107_aft.JPG,7,True,True
045_646_DSC_0141_bef.JPG,045_646_DSC_0180_aft.JPG,images/before\045_646_DSC_0141_bef.JPG,images/after\045_646_DSC_0180_aft.JPG,1,True,True
045_647_DSC_0142_bef.JPG,045_647_DSC_0182_aft.JPG,images/before\045_647_DSC_0142_bef.JPG,images/after\045_647_DSC_0182_aft.JPG,7,True,True
045_648_DSC_0145_bef.JPG,045_648_DSC_0194_aft.JPG,images/before\045_648_DSC_0145_bef.JPG,images/after\045_648_DSC_0194_aft.JPG,7,True,True
045_649_DSC_0146_bef.JPG,045_649_DSC_0193_aft.JPG,images/before\045_649_DSC_0146_bef.JPG,images/after\045_649_DSC_0193_aft.JPG,1,True,True
045_650_DSC_0143_bef.JPG,045_650_DSC_0173_aft.JPG,images/before\045_650_DSC_0143_bef.JPG,images/after\045_650_DSC_0173_aft.JPG,1,True,True
045_651_DSC_0144_bef.JPG,045_651_DSC_0175_aft.JPG,images/before\045_651_DSC_0144_bef.JPG,images/after\045_651_DSC_0175_aft.JPG,7,True,True
045_652_DSC_0137_bef.JPG,045_652_DSC_0207_aft.JPG,images/before\045_652_DSC_0137_bef.JPG,images/after\045_652_DSC_0207_aft.JPG,2,True,True
045_653_DSC_0138_bef.JPG,045_653_DSC_0215_aft.JPG,images/before\045_653_DSC_0138_bef.JPG,images/after\045_653_DSC_0215_aft.JPG,3,True,True
045_654_DSC_0139_bef.JPG,045_654_DSC_0203_aft.JPG,images/before\045_654_DSC_0139_bef.JPG,images/after\045_654_DSC_0203_aft.JPG,6,True,True
045_655_DSC_0140_bef.JPG,045_655_DSC_0211_aft.JPG,images/before\045_655_DSC_0140_bef.JPG,images/after\045_655_DSC_0211_aft.JPG,1,True,True
045_656_DSC_0142_bef.JPG,045_656_DSC_0199_aft.JPG,images/before\045_656_DSC_0142_bef.JPG,images/after\045_656_DSC_0199_aft.JPG,7,True,True
046_657_DSC_0230_bef.JPG,046_657_DSC_0274_aft.JPG,images/before\046_657_DSC_0230_bef.JPG,images/after\046_657_DSC_0274_aft.JPG,1,True,True
046_658_DSC_0252_bef.JPG,046_658_DSC_0305_aft.JPG,images/before\046_658_DSC_0252_bef.JPG,images/after\046_658_DSC_0305_aft.JPG,1,True,True
046_659_DSC_0255_bef.JPG,046_659_DSC_0309_aft.JPG,images/before\046_659_DSC_0255_bef.JPG,images/after\046_659_DSC_0309_aft.JPG,7,True,True
047_675_DSC_0446_bef.JPG,047_675_DSC_0476_aft.JPG,images/before\047_675_DSC_0446_bef.JPG,images/after\047_675_DSC_0476_aft.JPG,3,True,True
047_676_DSC_0447_bef.JPG,047_676_DSC_0477_aft.JPG,images/before\047_676_DSC_0447_bef.JPG,images/after\047_676_DSC_0477_aft.JPG,4,True,True
047_677_DSC_0449_bef.JPG,047_677_DSC_0478_aft.JPG,images/before\047_677_DSC_0449_bef.JPG,images/after\047_677_DSC_0478_aft.JPG,5,True,True
047_678_DSC_0453_bef.JPG,047_678_DSC_0456_aft.JPG,images/before\047_678_DSC_0453_bef.JPG,images/after\047_678_DSC_0456_aft.JPG,6,True,True
047_680_DSC_0445_bef.JPG,047_680_DSC_0489_aft.JPG,images/before\047_680_DSC_0445_bef.JPG,images/after\047_680_DSC_0489_aft.JPG,1,True,True
047_681_DSC_0439_bef.JPG,047_681_DSC_0468_aft.JPG,images/before\047_681_DSC_0439_bef.JPG,images/after\047_681_DSC_0468_aft.JPG,1,True,True
047_682_DSC_0438_bef.JPG,047_682_DSC_0466_aft.JPG,images/before\047_682_DSC_0438_bef.JPG,images/after\047_682_DSC_0466_aft.JPG,3,True,True
047_683_DSC_0437_bef.JPG,047_683_DSC_0473_aft.JPG,images/before\047_683_DSC_0437_bef.JPG,images/after\047_683_DSC_0473_aft.JPG,1,True,True
047_684_DSC_0452_bef.JPG,047_684_DSC_0459_aft.JPG,images/before\047_684_DSC_0452_bef.JPG,images/after\047_684_DSC_0459_aft.JPG,1,True,True
048_685_DSC_0542_bef.JPG,048_685_DSC_0587_aft.JPG,images/before\048_685_DSC_0542_bef.JPG,images/after\048_685_DSC_0587_aft.JPG,1,True,True
048_688_DSC_0528_bef.JPG,048_688_DSC_0581_aft.JPG,images/before\048_688_DSC_0528_bef.JPG,images/after\048_688_DSC_0581_aft.JPG,7,True,True
048_689_DSC_0529_bef.JPG,048_689_DSC_0582_aft.JPG,images/before\048_689_DSC_0529_bef.JPG,images/after\048_689_DSC_0582_aft.JPG,7,True,True
048_690_DSC_0515_bef.JPG,048_690_DSC_0566_aft.JPG,images/before\048_690_DSC_0515_bef.JPG,images/after\048_690_DSC_0566_aft.JPG,6,True,True
048_691_DSC_0516_bef.JPG,048_691_DSC_0562_aft.JPG,images/before\048_691_DSC_0516_bef.JPG,images/after\048_691_DSC_0562_aft.JPG,7,True,True
048_692_DSC_0517_bef.JPG,048_692_DSC_0557_aft.JPG,images/before\048_692_DSC_0517_bef.JPG,images/after\048_692_DSC_0557_aft.JPG,7,True,True
048_693_DSC_0525_bef.JPG,048_693_DSC_0573_aft.JPG,images/before\048_693_DSC_0525_bef.JPG,images/after\048_693_DSC_0573_aft.JPG,1,True,True
048_694_DSC_0526_bef.JPG,048_694_DSC_0572_aft.JPG,images/before\048_694_DSC_0526_bef.JPG,images/after\048_694_DSC_0572_aft.JPG,1,True,True
048_695_DSC_0527_bef.JPG,048_695_DSC_0603_aft.JPG,images/before\048_695_DSC_0527_bef.JPG,images/after\048_695_DSC_0603_aft.JPG,4,True,True
049_686_DSC_0546_bef.JPG,049_686_DSC_0594_aft.JPG,images/before\049_686_DSC_0546_bef.JPG,images/after\049_686_DSC_0594_aft.JPG,4,True,True
049_687_DSC_0547_bef.JPG,049_687_DSC_0597_aft.JPG,images/before\049_687_DSC_0547_bef.JPG,images/after\049_687_DSC_0597_aft.JPG,6,True,True
